a,b,c,d,e,f,g,h,i,j,k,l,target
14.99,3327.5,10,42760,11.11,0,0,0,47,30,-1,1,1
8.24,1572.4,1,42750,15.05,2,1,0,31,30,1,1,0
16.99,7004.8,10,42750,23.02,0,0,0,33,10,1,0,0
22.74,5458.3,10,42656,24,0,1,0,34,20,1,1,1
18.99,4668.4,7,42508,28.57,0,1,1,43,20,1,1,1
18.99,3665.1,2,42500,15.74,0,0,1,31,30,1,0,0
7.49,1306.3,2,42500,17.71,0,0,0,47,10,1,0,0
14.99,5199.1,2,42500,18.95,0,3,0,58,10,1,0,1
11.49,2308,2,42500,20.47,1,0,0,28,10,-1,0,0
17.99,2640.4,3,42500,18.55,0,0,0,48,20,1,1,1
10.49,2599.9,5,42500,3.56,0,0,0,34,20,1,1,1
13.49,1628.7,5,42500,16.86,0,1,0,30,30,1,0,0
15.99,1406.1,5,42500,31.15,0,1,0,33,30,1,1,0
24.74,6399.1,9,42500,20.61,0,1,2,42,30,-1,1,1
30.89,6991.8,9,42500,23.98,0,1,0,41,30,1,0,1
8.24,2673.1,10,42500,18.92,0,0,0,48,58,1,0,0
7.99,2193.3,10,42500,19.69,0,0,0,53,30,1,0,0
28.69,5892.6,10,42470,20.43,0,1,0,29,20,1,0,0
13.99,1367,10,42356,27.71,0,0,0,25,20,1,1,1
11.39,1382.8,6,42327.84,26.54,0,0,1,27,30,1,0,1
6.99,3087.3,2,42300,25.51,0,0,0,49,10,1,0,0
22.74,6519.1,6,42300,28.06,0,3,1,49,20,-1,1,1
17.99,2530.4,1,42250,1.42,5,3,0,46,20,-1,1,1
16.99,6060.2,1,42240,18.95,0,1,0,29,30,1,0,0
24.74,5547.2,10,42240,4.83,0,0,0,41,20,1,1,1
12.74,3759.8,10,42230,29.38,0,0,0,40,20,1,1,0
11.44,2306.4,10,42200,10.98,1,0,0,29,30,1,1,0
11.49,4220.4,10,42200,30.43,0,1,2,35,20,1,1,1
14.99,3145.5,1,42150,24.12,1,0,1,40,20,1,1,1
13.99,2326.4,2,42120,10.43,1,0,0,44,10,1,0,0
11.49,2110.2,5,42120,7.7,0,0,0,30,30,1,1,1
15.99,2531,4,42100,21.24,0,2,0,36,30,1,1,0
8.24,2264.2,10,42100,5.39,0,0,8,30,30,1,0,0
11.44,1647.4,9,42080,16.51,0,0,2,45,30,1,1,1
26.24,6136.9,1,42025.04,18.68,0,0,0,44,20,1,1,1
16.99,1782.4,1,42000,2.91,0,1,0,33,20,1,0,0
21.49,3669.1,1,42000,10.66,1,0,0,29,10,-1,0,1
10.49,2047.4,1,42000,10.83,0,0,1,46,10,1,1,0
11.44,1317.9,1,42000,11.66,0,0,0,25,20,1,1,0
18.99,1099.6,1,42000,12.63,5,0,1,30,30,1,1,1
24.74,3793.9,1,42000,12.71,0,0,0,31,30,1,1,1
11.44,4349.1,1,42000,16.37,0,2,0,34,30,1,0,0
11.49,3297.2,1,42000,17.43,0,0,0,46,10,1,1,0
11.49,3956.6,1,42000,17.49,0,1,0,43,20,-1,1,0
22.74,7290.6,1,42000,17.66,0,2,0,30,30,1,0,0
30.89,6218.6,1,42000,17.74,0,1,0,35,20,1,1,1
24.74,6319.8,1,42000,18.46,3,1,0,27,30,1,0,1
13.49,2035.9,1,42000,19.22,0,0,0,35,20,1,1,0
13.49,509,1,42000,19.34,1,0,0,29,30,1,0,0
11.49,1978.3,1,42000,20.54,0,0,0,46,30,1,0,0
12.74,671.4,1,42000,21.03,3,1,0,30,20,1,1,1
8.24,1415.2,1,42000,21.91,0,2,1,26,30,1,1,1
24.74,3169.8,1,42000,22.03,0,3,0,39,30,1,1,0
11.39,2107.2,1,42000,22.34,0,1,0,24,30,1,0,0
18.99,366.6,1,42000,23.69,1,0,0,31,10,1,0,0
14.99,5502.4,1,42000,23.7,1,0,0,46,10,1,0,0
11.49,4616,1,42000,25.29,0,0,0,30,10,1,0,0
30.49,6857.6,1,42000,26,0,0,0,56,10,1,1,0
22.74,3086,1,42000,26.14,1,1,0,48,30,-1,0,1
25.69,3570.9,1,42000,30.46,1,0,0,35,20,1,1,1
19.99,6688.6,1,42000,32.47,0,0,0,39,30,1,0,1
21.49,1147.3,1,42000,32.57,0,0,0,30,30,1,1,1
26.24,7760.4,1,42000,36.4,1,1,1,38,10,-1,1,1
17.99,9524.9,1,42000,49.57,0,0,0,30,10,1,0,0
24.49,1777.1,2,42000,3.43,0,0,0,28,20,-1,1,1
11.44,3294.8,2,42000,6.91,1,0,0,34,10,1,0,0
13.99,2187.1,2,42000,9.6,8,0,0,30,20,1,1,1
12.74,402.9,2,42000,9.86,0,0,0,28,30,-1,0,0
14.99,1733.1,2,42000,13.63,0,1,0,31,20,1,1,1
17.99,2177.9,2,42000,17.86,4,1,0,47,30,1,1,0
15.99,5272.9,2,42000,20.31,0,0,0,57,30,1,0,1
24.74,3962.3,2,42000,21,0,1,1,29,30,1,0,1
30.49,4702.4,2,42000,22.2,0,0,0,30,10,1,1,1
11.49,494.6,2,42000,22.59,0,0,0,30,30,1,1,0
19.99,2972.7,2,42000,23.46,2,0,0,24,10,1,0,0
16.99,5561.1,2,42000,25.06,0,1,0,51,30,1,0,0
12.74,1418.3,2,42000,25.07,2,1,0,28,30,1,1,1
19.99,7803.3,2,42000,25.84,0,1,0,30,30,1,0,1
26.24,1606.7,2,42000,25.86,1,1,2,52,10,1,0,1
22.74,7117,2,42000,26.45,5,1,1,24,30,1,1,1
11.39,1860.2,2,42000,27.44,1,0,0,30,30,-1,1,0
16.99,3564.8,2,42000,32,0,1,1,36,30,-1,1,1
13.99,4613.4,2,42000,32.49,0,0,0,38,30,1,1,0
13.49,2375.2,3,42000,5.23,0,3,3,28,20,1,0,0
11.49,1648.6,3,42000,6.18,0,0,0,43,20,1,1,1
7.99,1880,3,42000,11.97,0,1,0,40,10,1,1,0
11.49,1318.9,3,42000,13.23,3,0,0,41,30,-1,0,0
16.99,2245.9,3,42000,13.31,0,0,0,44,20,1,1,1
8.99,1589.8,3,42000,13.89,0,1,1,39,20,1,1,1
16.99,2566.7,3,42000,16.2,0,1,0,44,10,1,1,0
13.99,4442.5,3,42000,17.11,1,0,0,31,30,1,0,0
9.49,3202.9,3,42000,18.06,0,1,0,43,20,-1,1,1
14.99,1733.1,3,42000,22.94,0,1,0,40,30,1,0,0
19.99,1672.2,3,42000,23.66,0,0,1,44,30,1,0,1
19.99,7431.7,3,42000,24.83,0,1,0,31,30,1,1,0
8.24,3475,3,42000,25.51,0,0,0,37,30,-1,1,1
22.74,3857.5,3,42000,26.06,0,0,0,50,30,1,1,0
22.74,4079.3,3,42000,29.54,0,1,0,27,30,1,1,1
10.99,3109.8,3,42000,30.77,0,0,0,45,20,1,1,1
11.49,494.6,3,42000,34.07,0,0,2,27,30,1,0,0
11.49,1318.9,4,42000,11.49,0,0,1,50,30,1,0,0
13.49,2035.9,4,42000,14.8,0,3,0,29,40.48,1,0,0
18.99,5497.7,4,42000,15.83,0,2,0,36,10,1,1,0
21.49,3279.6,4,42000,16.57,0,0,0,47,30,-1,1,1
17.99,2602.7,4,42000,19.83,0,0,0,47,10,-1,0,0
24.74,3503.9,4,42000,22.23,0,0,0,51,30,1,1,1
25.29,4428.3,4,42000,24.43,0,1,0,29,20,1,1,1
15.99,2812.2,4,42000,26.17,0,0,1,40,20,1,1,1
16.99,3208.3,4,42000,28.26,0,1,2,40,30,1,1,1
13.49,542.9,4,42000,28.4,0,0,1,31,20,1,1,1
12.79,1007.8,4,42000,29.61,0,0,1,37,20,1,1,1
13.49,5132,4,42000,32.2,0,0,0,30,40,1,0,0
28.69,5008.5,4,42000,34.54,0,1,0,30,30,-1,1,1
12.74,6764.2,5,42000,8.86,1,1,0,32,30,1,0,1
13.49,729.6,5,42000,9.94,0,0,0,38,40,1,1,0
12.74,1342.8,5,42000,9.99,0,0,0,28,20,1,1,1
13.49,1696.6,5,42000,16.04,6,0,0,32,30,1,0,1
15.99,4692.4,5,42000,17.4,0,1,0,24,20,1,1,1
13.99,3417.3,5,42000,20.71,0,2,0,33,20,1,0,0
12.74,3356.9,5,42000,21.09,0,0,1,54,20,1,1,1
18.99,4045.9,5,42000,22.4,0,0,0,30,10,1,0,0
14.99,5199.1,5,42000,22.96,0,0,0,28,46.34,-1,0,0
14.99,2396.4,5,42000,23.51,0,0,0,49,30,1,0,0
11.44,2635.8,5,42000,25,0,1,0,44,30,1,0,0
17.99,6678.3,5,42000,32.34,0,0,0,37,20,1,0,1
7.99,1410,6,42000,11.97,1,0,0,49,30,1,0,0
15.99,3163.7,6,42000,24.23,0,0,0,33,30,1,0,1
19.99,2155.2,6,42000,25.08,8,0,0,30,30,1,0,1
10.49,1559.9,6,42000,25.6,0,0,1,50,10,1,0,0
22.74,2804.2,6,42000,26.26,0,0,0,25,30,1,0,1
14.99,4852.5,6,42000,26.54,1,2,0,31,30,1,0,0
22.74,2324.2,6,42000,31.57,0,1,0,26,10,1,1,1
22.74,3086,6,42000,32.91,0,1,1,36,30,1,1,1
7.49,622.1,6,42000,34.54,0,0,0,32,20,1,1,0
11.44,659,7,42000,12.37,0,1,1,25,30,1,1,1
11.39,790.2,7,42000,21.66,0,0,0,34,15,1,0,0
12.74,3356.9,7,42000,26.74,1,0,1,34,30,-1,0,1
14.99,3466.1,7,42000,30.15,2,0,0,53,10,-1,0,0
12.74,4968.2,7,42000,31.57,1,1,0,33,30,1,1,0
14.99,8249.2,7,42000,40.26,0,0,2,38,20,-1,1,1
17.99,5964.4,7,42000,48.2,0,0,0,37,20,1,1,1
22.74,2860.3,8,42000,14.51,0,0,0,52,10,1,0,0
21.49,7964.7,8,42000,24.2,0,0,0,43,20,1,1,1
12.74,1342.8,8,42000,24.6,1,1,0,45,30,1,0,0
8.59,1896.6,8,42000,27.97,0,0,0,54,20,1,1,1
14.99,6403.6,8,42000,31.31,0,0,0,49,30,1,1,0
15.99,7083.2,8,42000,32.09,0,0,0,44,20,1,0,0
11.49,1978.3,9,42000,15.03,0,0,1,35,20,1,1,1
11.49,2308,9,42000,17.06,0,0,0,38,20,1,1,1
19.99,4767.9,9,42000,19.29,0,0,0,38,30,1,1,0
12.74,3356.9,9,42000,19.77,0,0,1,43,30,1,0,1
9.49,3202.9,9,42000,19.83,0,0,0,31,20,1,1,1
29.49,5110.6,9,42000,21.2,0,0,1,46,10,1,0,0
13.99,2187.1,9,42000,21.91,0,4,0,32,30,1,1,0
19.99,2229.6,9,42000,23.37,1,2,0,43,30,-1,1,0
11.44,4942.2,9,42000,23.91,0,1,0,41,40,1,0,0
21.49,4133.7,9,42000,28.14,0,1,0,50,20,1,1,1
6.99,1235,9,42000,30.74,0,1,0,34,10,1,0,0
21.49,3279.6,9,42000,34.43,0,1,0,31,30,-1,0,1
7.24,3098.7,10,42000,4.37,0,0,0,36,20,-1,1,1
13.49,814.4,10,42000,4.46,0,2,0,54,40,1,0,0
15.99,5272.9,10,42000,5.46,1,1,0,29,30,-1,1,1
22.74,7126.7,10,42000,5.57,0,2,1,31,10,1,0,1
11.39,3127.8,10,42000,5.91,0,0,0,30,10,1,0,0
16.99,3564.8,10,42000,8.46,0,0,0,41,20,1,1,1
11.44,3953.7,10,42000,10.2,0,0,0,24,10,1,1,0
6.99,308.8,10,42000,10.23,0,0,0,29,20,1,1,0
16.99,2138.9,10,42000,12.89,0,0,0,31,10,1,0,0
15.99,4921.3,10,42000,13.34,0,2,0,52,30,1,0,1
13.99,3417.3,10,42000,13.4,0,0,0,36,30,1,1,1
21.49,3669.5,10,42000,14,1,0,0,52,30,1,0,0
11.49,5275.5,10,42000,14.51,0,0,0,30,40,1,0,0
17.99,361.5,10,42000,14.83,1,1,0,43,30,1,0,0
12.74,3356.9,10,42000,15.29,0,0,0,32,20,1,1,1
8.24,2830.3,10,42000,15.51,0,0,0,28,10,1,0,0
7.99,2255.9,10,42000,16.11,0,0,0,32,30,1,0,0
28.69,6089.9,10,42000,16.14,0,0,0,45,10,1,1,0
18.99,916.3,10,42000,16.51,0,2,1,33,30,1,1,1
14.99,3044.5,10,42000,17.2,0,0,0,40,40,1,1,0
16.99,356.5,10,42000,17.75,0,1,0,45,30,1,1,0
21.49,3552.9,10,42000,18.14,1,0,0,31,30,1,0,0
17.99,7229.5,10,42000,18.74,0,1,1,25,10,1,0,0
24.74,2920,10,42000,20.54,0,1,0,33,30,1,1,1
10.49,6239.6,10,42000,21.91,0,0,1,35,10,1,0,0
13.49,1696.6,10,42000,22.23,0,0,2,32,10,1,0,0
15.99,7918.1,10,42000,23.31,2,1,0,47,20,1,1,1
21.49,4400.1,10,42000,23.54,0,0,0,37,30,-1,0,0
15.99,3691,10,42000,23.8,0,0,0,32,10,1,0,0
18.99,1099.6,10,42000,23.86,0,1,0,26,10,1,0,1
11.49,494.6,10,42000,24.26,0,0,0,30,10,-1,0,0
18.99,6459.8,10,42000,24.37,0,0,0,30,30,1,0,1
18.99,1576,10,42000,24.54,0,0,0,34,20,-1,1,1
13.49,2035.9,10,42000,24.69,2,1,1,43,20,1,1,1
13.99,3417.3,10,42000,25.33,0,2,0,46,30,-1,1,1
11.49,1187,10,42000,25.34,0,0,1,34,30,-1,1,0
11.39,790.2,10,42000,27.91,0,0,2,44,50,1,0,0
16.99,2495.4,10,42000,28.14,0,2,0,42,20,-1,1,1
5.32,1806.9,10,42000,28.91,0,1,0,30,30,1,1,0
14.49,2581.3,10,42000,29.29,0,0,0,32,20,1,1,1
12.74,6713.8,10,42000,30.22,1,1,0,47,30,1,1,1
11.49,2769.6,10,42000,31.03,1,0,0,27,20,1,1,1
22.74,3925.8,10,42000,32,0,0,0,52,20,1,1,1
13.49,3393.1,10,42000,32.66,1,1,0,45,20,1,1,1
15.99,2900.1,10,42000,33.14,0,2,1,52,30,1,0,1
17.99,4870.9,10,42000,33.49,0,2,1,28,30,1,0,1
18.99,1942.6,10,42000,33.57,0,0,0,43,20,1,1,1
21.49,2733,10,42000,33.86,0,1,0,38,10,1,0,0
15.99,3647,10,42000,34.57,0,0,0,31,20,1,1,1
13.99,1708.7,10,42000,34.74,0,0,0,43,10,1,1,1
11.49,7583.4,10,42000,36.54,1,2,1,51,30,1,1,1
11.44,3953.7,10,42000,40.83,3,1,0,26,30,1,1,1
16.99,1782.4,10,42000,51.57,1,2,0,34,10,1,0,0
14.99,2201,10,41963,22.16,2,1,0,35,30,1,0,0
11.49,1154,3,41923,19.95,1,0,0,46,10,1,0,0
30.84,4930.7,5,41900,25.98,1,1,1,52,30,-1,1,0
15.99,3163.7,7,41891,30.09,0,0,2,37,40,-1,0,0
19.99,4459.1,4,41889,19.31,0,2,1,43,20,-1,1,1
15.99,4569.8,10,41875,31.47,0,0,2,28,10,-1,0,0
14.99,1880.4,10,41841,11.45,0,2,2,28,10,1,0,0
18.99,4764.7,2,41792.5,31.59,0,1,1,32,40,1,0,0
13.49,5946.4,10,41769.36,14.31,0,0,0,28,15,1,0,0
14.99,2772.9,1,41600,9.81,0,0,0,39,30,1,0,0
12.74,5371.1,1,41600,11.26,0,1,0,40,10,1,0,0
16.99,3564.8,1,41600,14.02,0,0,0,27,20,1,1,1
18.99,4668.4,1,41600,20.02,0,0,0,40,30,1,0,1
15.99,2812.2,1,41600,26.2,0,0,0,42,30,1,0,1
15.99,2531,4,41600,20.6,0,2,1,34,30,1,1,1
22.74,1157.3,5,41600,18.26,0,0,0,50,10,1,1,0
13.99,2733.9,5,41600,32.08,1,1,1,35,15,-1,0,0
18.99,3298.6,9,41600,30.93,0,0,0,42,10,1,0,0
12.74,5295.5,10,41600,19.41,0,0,0,42,30,1,0,1
12.74,3356.9,10,41600,22.19,0,0,0,32,45,-1,0,1
11.44,2611.1,10,41600,32.78,0,0,0,40,30,1,0,0
7.49,2488.2,10,41592,25.16,0,0,0,26,20,1,1,1
18.99,2839.9,10,41568,11.69,1,1,0,40,30,1,0,0
28.18,5710,10,41536,27.03,0,0,0,36,20,1,1,1
14.99,3604.7,10,41532,26.7,1,0,0,33,20,1,1,1
14.99,4991.2,4,41500,15.21,0,2,0,37,63.5,1,1,1
11.44,4392.5,6,41500,27.21,0,0,0,59,10,1,0,0
7.49,2021.7,10,41500,13.56,0,0,0,31,30,1,1,0
7.49,2985.8,10,41500,27.5,0,0,0,28,10,1,0,0
12.74,2408.6,10,41458.32,24.7,0,1,1,44,10,1,0,0
7.99,5326.4,1,41448,7.41,0,0,0,34,30,-1,0,0
18.99,2199.1,4,41442,11.24,0,4,0,31,30,1,1,1
13.99,1367,1,41280,33.6,0,3,0,51,20,1,1,1
16.99,3564.8,10,41232,25.87,0,1,0,32,20,-1,1,0
14.99,3389.4,10,41207,27.47,0,0,1,36,460,1,0,0
15.99,3209.3,1,41200,18.99,0,0,0,46,20,1,1,0
5.32,1084.2,4,41192.29,11.22,1,0,0,29,30,1,0,0
14.99,6238.9,6,41175,22.91,5,0,0,38,30,-1,0,0
12.74,2786.3,10,41124,23.81,4,3,1,26,10,1,1,1
22.74,5531.2,10,41100,25.23,1,0,0,46,20,1,1,1
8.24,2335,6,41055,21.1,0,0,1,28,20,1,1,1
13.99,3280.6,1,41000,12.7,0,1,0,28,20,-1,1,1
21.49,3279.6,1,41000,14.34,0,0,1,31,30,1,1,1
7.49,933.1,1,41000,15.63,0,0,0,38,40,1,1,0
18.99,1099.6,1,41000,16.33,0,0,0,26,17,1,0,0
13.49,6107.5,1,41000,19.58,0,1,0,36,30,1,1,1
13.49,1628.7,1,41000,27.26,0,0,0,49,20,1,1,1
24.74,3962.3,1,41000,28.28,0,1,0,27,30,1,1,1
11.49,2143.2,1,41000,29.36,1,0,0,39,10,1,0,1
29.99,4237.5,1,41000,29.57,0,1,1,29,10,1,0,1
17.99,4062.1,1,41000,38.38,0,0,0,35,40,1,0,0
7.49,3732.2,2,41000,10.57,0,1,0,31,20,1,0,0
19.99,4793.5,2,41000,15.81,0,0,0,53,20,1,1,1
18.99,2794.7,2,41000,18.53,0,3,0,37,30,1,0,1
24.74,2920,2,41000,22.69,1,2,0,30,30,1,1,0
17.99,5449.3,3,41000,21.08,0,0,0,30,10,1,0,1
12.74,1678.5,3,41000,29.51,0,0,0,29,10,1,0,0
15.99,5624.4,4,41000,19.94,0,0,0,35,30,-1,1,0
8.24,377.4,5,41000,21.05,1,0,0,33,20,-1,0,1
25.49,5342.6,5,41000,22.89,0,1,0,26,15,1,0,0
12.74,2685.6,5,41000,25.18,0,1,0,31,10,-1,0,0
11.49,4055.5,5,41000,27.25,0,0,0,36,10,1,1,0
24.74,2920,6,41000,13.47,0,1,1,47,10,1,0,0
13.49,3053.8,6,41000,14.47,0,0,0,29,10,1,0,0
11.49,1648.6,6,41000,14.84,0,0,0,31,30,1,0,0
11.49,494.6,6,41000,21.49,0,0,2,27,20,-1,1,1
10.49,1592.4,7,41000,2.84,0,1,3,43,20,1,1,1
8.24,2515.8,8,41000,21.05,0,0,0,33,10,1,0,1
7.49,1555.1,8,41000,25,0,0,0,28,10,1,0,0
10.49,1300,8,41000,28.81,2,0,2,38,160,-1,0,0
14.99,2854.2,9,41000,8.61,0,0,0,26,30,1,0,0
8.24,1320.8,9,41000,19.03,1,1,0,33,30,1,0,0
23.99,5884.2,9,41000,29.63,0,0,0,33,30,1,1,1
11.44,2635.5,10,41000,8.67,0,1,0,44,30,1,1,0
7.49,4976.3,10,41000,9.06,0,0,0,35,20,-1,0,0
11.39,1053.6,10,41000,11.48,2,1,0,32,30,1,0,0
21.49,3356.6,10,41000,16.72,0,1,0,29,30,1,0,1
14.99,2772.9,10,41000,17.21,1,2,0,42,10,-1,0,0
8.24,4717.1,10,41000,17.56,0,0,0,35,30,1,0,0
12.74,5035.4,10,41000,18.35,1,0,0,27,10,-1,0,0
17.99,6145.1,10,41000,18.65,0,1,0,30,10,1,0,1
21.49,2654.9,10,41000,19,0,2,0,35,5,1,1,0
11.44,1054.4,10,41000,19.23,0,0,5,47,10,-1,0,0
15.99,3515.3,10,41000,19.35,0,1,0,32,30,1,0,1
11.44,2635.8,10,41000,21.72,0,0,0,33,10,-1,0,0
8.24,943.5,10,41000,21.78,1,0,1,42,20,1,0,0
15.99,2917.6,10,41000,22.75,0,1,0,41,30,-1,1,1
22.39,4454.6,10,41000,23.57,0,0,0,33,20,1,1,1
11.39,4938.6,10,41000,24.56,1,0,0,28,30,1,1,0
13.49,1255.5,10,41000,24.74,0,1,1,46,10,-1,0,0
11.49,4657.2,10,41000,25.85,0,0,0,34,30,1,0,0
17.99,361.5,10,41000,26.41,0,0,0,28,10,-1,0,0
29.49,4485.8,10,41000,26.84,0,0,0,41,30,1,1,1
25.29,5808.4,10,41000,27.28,0,0,0,31,20,1,1,1
13.49,4244.4,10,41000,28.4,4,1,0,32,30,1,1,0
13.99,1435.3,10,41000,29.48,0,1,0,31,30,1,0,1
15.99,5272.9,10,41000,29.67,1,0,3,37,20,1,1,1
17.99,6515.6,10,41000,29.92,0,0,0,25,10,1,0,0
25.29,3542.6,10,41000,32.76,0,0,1,50,20,1,1,1
12.74,1678.5,2,40996,31.12,9,0,0,41,10,1,1,1
8.24,2201.4,1,40900,19.37,1,0,0,43,20,1,1,1
12.79,2687.5,1,40820,25.17,0,1,1,27,20,1,1,1
22.39,4607.2,6,40806,18.41,0,1,0,49,20,1,1,1
11.44,6260.1,3,40800,24.26,0,0,1,46,40,1,1,0
6.99,2315.5,5,40800,22.35,0,0,0,30,30,1,0,0
11.49,1318.9,8,40800,15.09,1,0,0,38,20,1,1,1
16.99,1497.3,8,40800,27.59,0,2,0,32,30,1,0,1
19.99,2648.9,10,40800,19.97,1,2,0,33,20,1,1,1
30.89,5889.5,5,40723.2,23.19,1,0,0,49,30,1,1,1
24.49,6318.5,10,40700,16.13,0,0,0,32,20,-1,1,1
13.99,2733.9,10,40700,28.13,2,0,0,36,10,1,1,0
16.99,2566.7,10,40653,24.24,0,1,0,30,30,-1,0,1
7.49,1866.1,2,40580,15.29,0,1,1,54,40,1,1,0
11.39,1646.2,3,40560,28.08,0,0,0,36,30,1,0,0
19.99,2648.9,1,40518,31.37,0,0,0,30,5,1,0,0
12.79,839.9,2,40500,26.52,0,0,1,29,20,1,1,1
19.99,1105.5,10,40500,28.59,1,3,0,29,40,-1,1,0
13.49,1018,10,40500,28.83,0,1,1,30,10,1,1,1
12.74,1175,10,40440,32.05,2,0,1,45,30,1,1,1
19.99,3715.9,9,40380,29.63,0,0,0,42,30,1,0,1
16.99,6327.5,10,40380,25.74,0,0,0,31,40,1,0,0
24.74,5111.3,4,40372,25.09,0,0,0,51,30,1,0,1
11.39,592.7,10,40332,9.88,1,1,0,37,10,1,0,1
13.49,1696.6,4,40300,15.6,0,3,0,31,40,1,0,0
19.99,5323,9,40300,32.01,0,0,0,29,30,1,0,0
11.49,1318.9,10,40200,15.19,0,2,0,52,30.77,1,0,0
10.49,1624.9,10,40152,25.52,1,1,0,39,15,1,0,0
14.99,3327.5,5,40144,33.54,0,0,0,30,20,1,1,1
21.49,4099.5,10,40125,16.95,0,1,0,47,10,1,0,0
13.49,1628.7,5,40116.97,20.67,0,0,0,26,20,1,1,0
14.99,1663.8,1,40074,26.56,0,1,0,28,30,1,0,1
13.99,1623.3,10,40032,29.74,0,1,1,32,30,1,1,1
29.99,3881.7,10,40001,32.91,0,1,1,39,30,1,1,0
16.99,2851.9,1,40000,1.98,1,0,2,42,30,1,1,1
16.99,891.2,1,40000,3.45,1,0,0,32,60,1,0,0
11.39,2633.9,1,40000,4.44,0,0,0,32,10,1,0,0
13.49,1357.3,1,40000,4.56,0,1,0,26,30,1,0,1
11.44,2306.4,1,40000,5.52,0,0,0,30,30,1,0,0
11.49,2242.1,1,40000,6.12,0,0,0,39,30,1,1,0
13.49,1951.1,1,40000,6.63,0,0,0,32,20,1,1,0
13.49,1018,1,40000,7.53,0,0,0,40,20,1,1,1
13.49,2714.5,1,40000,7.8,1,0,0,47,30,1,0,1
21.49,1801.6,1,40000,7.92,0,0,0,28,10,1,1,1
14.99,3327.5,1,40000,8.46,0,0,0,44,30,1,0,1
7.49,4354.3,1,40000,9.45,1,1,0,28,10,1,1,0
18.99,4398.2,1,40000,10.08,0,3,0,43,25,1,1,1
13.49,2392.1,1,40000,11.49,2,1,0,34,30,1,0,0
13.49,5971.8,1,40000,11.58,0,2,0,40,20,1,1,1
11.49,1714.6,1,40000,11.7,0,1,1,41,20,1,1,1
11.49,1648.6,1,40000,11.79,0,0,0,38,48,1,0,0
22.74,5400.5,1,40000,12.06,0,1,0,43,57.11,-1,1,1
14.99,416,1,40000,12.21,1,2,0,30,30,1,1,1
13.49,1187.6,1,40000,12.3,1,0,0,48,5,1,1,1
11.49,1648.6,1,40000,12.6,1,3,2,32,30,1,1,1
11.49,989.2,1,40000,12.87,1,0,1,38,20,1,1,1
13.99,4094.3,1,40000,13.14,0,0,0,31,30,1,1,1
6.99,1543.7,1,40000,13.41,0,0,0,27,60,1,1,0
11.49,5539.2,1,40000,13.47,0,1,0,27,30,1,0,0
11.44,988.5,1,40000,13.53,0,3,0,34,10,1,1,0
19.99,3715.9,1,40000,13.56,0,0,0,36,20,1,1,1
17.99,10247.8,1,40000,14.01,0,0,0,31,30,1,0,1
16.99,561.5,1,40000,14.1,0,0,0,41,30,-1,0,0
10.49,1949.9,1,40000,14.28,1,0,0,33,20,-1,1,1
14.49,6883.3,1,40000,14.43,0,1,0,34,20,1,1,1
14.99,3466.1,1,40000,15.06,0,0,1,28,30,1,1,1
8.24,2201.4,1,40000,15.57,0,0,0,49,10,1,0,0
10.49,1787.4,1,40000,16.23,0,1,1,47,30,1,1,1
16.99,2281.5,1,40000,16.53,1,0,0,30,10,-1,0,0
13.49,1883.2,1,40000,16.64,2,0,0,33,30,-1,0,1
13.99,3246.5,1,40000,16.94,0,1,0,33,10,1,0,0
13.99,8543.2,1,40000,16.95,0,0,1,38,30,1,1,1
6.99,2469.9,1,40000,17.31,0,0,0,40,30,1,0,0
11.44,1153.2,1,40000,17.73,0,0,1,40,20,1,1,1
13.49,2760.6,1,40000,18.12,1,0,0,47,10,-1,1,1
25.69,4523.1,1,40000,18.69,6,0,0,52,20,1,1,1
14.99,2911.5,1,40000,18.72,0,0,0,39,10,1,0,0
15.99,3515.3,1,40000,18.81,0,0,0,27,30,1,1,1
12.79,3359.3,1,40000,19.7,0,0,0,26,20,1,1,1
11.44,1976.9,1,40000,20.34,0,0,0,46,10,-1,0,1
11.49,5539.2,1,40000,20.52,0,0,0,40,30,1,0,0
14.49,2753.3,1,40000,20.73,0,0,1,31,20,1,1,1
13.49,2714.5,1,40000,20.88,0,0,0,31,40,1,0,0
18.99,4564.6,1,40000,21.12,1,0,0,42,20,1,1,1
12.74,6713.8,1,40000,22.5,0,0,0,38,30,1,0,0
18.99,5131.2,1,40000,23.01,1,0,0,54,30,1,1,0
19.99,4459.1,1,40000,23.7,1,1,1,35,30,1,1,1
18.99,4149.7,1,40000,23.91,0,0,1,47,20,1,1,1
19.99,3344.3,1,40000,24,0,3,0,27,10,1,0,0
26.24,3309.1,1,40000,24.09,0,1,0,54,30.36,1,0,0
21.49,4372.8,1,40000,24.36,0,0,0,41,20,1,1,1
28.69,4733.1,1,40000,24.66,0,0,0,45,30,1,1,1
16.99,3564.8,1,40000,25.35,0,0,1,41,30,1,0,0
18.99,1695.2,1,40000,25.56,1,0,0,39,40.63,-1,0,1
25.49,3556.8,1,40000,25.59,0,0,0,44,30,1,0,1
23.99,5668.4,1,40000,26.46,2,0,0,35,10,1,0,1
11.39,2633.9,1,40000,26.61,2,1,1,24,20,1,0,0
26.24,5414.9,1,40000,26.64,0,1,1,40,61.5,1,0,1
8.24,2201.4,1,40000,27.3,0,0,0,29,30,-1,1,1
12.74,1678.5,1,40000,27.69,0,1,0,50,30,1,1,1
